node_id,text,is_semantic_human,AI_Suggest,EXP-A(Regex),EXP-B(Embed),EXP-C(Fusion),note
doc_chuong-iii_muc-2_dieu-36_khoan-2_p19787,"Quyền sử dụng đất của hợp tác xã, liên hiệp hợp tác xã khi giải thể, phá sản thực hiện theo quy định sau đây:",,1,0,0,0,
doc_chuong-iii_muc-2_dieu-36_khoan-2_diem-a_p19897,"Đối với đất được Nhà nước giao đất không thu tiền sử dụng đất; được Nhà nước giao đất có thu tiền sử dụng đất, cho thuê đất, do mua tài sản gắn liền với đất hoặc nhận chuyển nhượng quyền sử dụng đất hợp pháp từ người khác mà tiền sử dụng đất, tiền thuê đất, tiền mua tài sản gắn liền với đất, tiền nhận chuyển nhượng quyền sử dụng đất có nguồn gốc do Nhà nước hỗ trợ thì Nhà nước thu hồi đất đó theo quy định của Luật này và pháp luật về hợp tác xã;",,1,0,0,0,
doc_chuong-iii_muc-2_dieu-36_khoan-2_diem-b_p20347,"Đối với đất được Nhà nước giao đất có thu tiền sử dụng đất, cho thuê đất thu tiền thuê đất một lần cho cả thời gian thuê, do mua tài sản gắn liền với đất hoặc nhận chuyển nhượng quyền sử dụng đất hợp pháp từ người khác mà tiền sử dụng đất, tiền thuê đất, tiền mua tài sản gắn liền với đất, tiền nhận chuyển nhượng quyền sử dụng đất không có nguồn gốc do Nhà nước hỗ trợ; đất do thành viên góp quyền sử dụng vào hợp tác xã, liên hiệp hợp tác xã thì Nhà nước không thu hồi đất, quyền sử dụng đất đó là của hợp tác xã, liên hiệp hợp tác xã và được xử lý theo điều lệ của hợp tác xã, liên hiệp hợp tác xã, nghị quyết của đại hội thành viên.",,0,0,0,0,
doc_chuong-iii_muc-2_dieu-36_khoan-3_p20984,"Quyền sử dụng đất của tổ chức kinh tế là doanh nghiệp khi giải thể, phá sản được xử lý theo quy định của pháp luật về doanh nghiệp, pháp luật về phá sản và quy định khác của pháp luật có liên quan.",,1,0,0,0,
doc_chuong-iii_muc-3_dieu-37_p21250,,,0,0,1,1,
doc_chuong-iii_muc-3_dieu-37_khoan-1_p21301,"Cá nhân sử dụng đất nông nghiệp được Nhà nước giao trong hạn mức; đất được Nhà nước giao có thu tiền sử dụng đất, cho thuê đất thu tiền thuê đất một lần cho cả thời gian thuê, được Nhà nước công nhận quyền sử dụng đất; đất nhận chuyển đổi, nhận chuyển nhượng, nhận tặng cho, nhận thừa kế thì có các quyền và nghĩa vụ sau đây:",,0,0,0,0,
doc_chuong-iii_muc-3_dieu-37_khoan-1_diem-a_p21627,Quyền và nghĩa vụ chung quy định tại Điều 26 và Điều 31 của Luật này;,,1,1,1,1,
doc_chuong-iii_muc-3_dieu-37_khoan-1_diem-b_p21698,Chuyển đổi quyền sử dụng đất nông nghiệp với cá nhân khác;,,0,0,0,0,
doc_chuong-iii_muc-3_dieu-37_khoan-1_diem-c_p21757,"Chuyển nhượng quyền sử dụng đất, tài sản thuộc sở hữu của mình gắn liền với đất theo quy định của pháp luật;",,1,0,0,0,
doc_chuong-iii_muc-3_dieu-37_khoan-1_diem-d_p21866,"Cho tổ chức, cá nhân khác, người gốc Việt Nam định cư ở nước ngoài đầu tư tại Việt Nam thuê quyền sử dụng đất, tài sản thuộc sở hữu của mình gắn liền với đất;",,0,0,0,0,
doc_chuong-iii_muc-3_dieu-37_khoan-1_diem-d_p22025,"Cá nhân sử dụng đất có quyền để thừa kế quyền sử dụng đất, tài sản thuộc sở hữu của mình gắn liền với đất của mình theo di chúc hoặc theo pháp luật.
Trường hợp người được thừa kế là người gốc Việt Nam định cư ở nước ngoài thuộc đối tượng quy định tại khoản 1 Điều 44 của Luật này thì được nhận thừa kế quyền sử dụng đất; nếu không thuộc đối tượng quy định tại khoản 1 Điều 44 của Luật này thì được hưởng giá trị của phần thừa kế đó;",,1,1,0,1,
doc_chuong-iii_muc-3_dieu-37_khoan-1_diem-d_p22461,"Tặng cho quyền sử dụng đất cho Nhà nước; tặng cho quyền sử dụng đất cho cộng đồng dân cư để xây dựng các công trình phục vụ lợi ích chung của cộng đồng hoặc mở rộng đường giao thông theo quy hoạch; tặng cho quyền sử dụng đất để làm nhà tình nghĩa, nhà tình thương, nhà đại đoàn kết gắn liền với đất theo quy định của pháp luật; tặng cho quyền sử dụng đất, tài sản thuộc sở hữu của mình gắn liền với đất đối với cá nhân hoặc người gốc Việt Nam định cư ở nước ngoài thuộc đối tượng quy định tại khoản 1 Điều 44 của Luật này;",,1,1,0,1,
doc_chuong-iii_muc-3_dieu-37_khoan-1_diem-g_p22984,"Thế chấp quyền sử dụng đất, tài sản thuộc sở hữu của mình gắn liền với đất tại tổ chức tín dụng được phép hoạt động tại Việt Nam, tại tổ chức kinh tế khác hoặc cá nhân theo quy định của pháp luật;",,1,0,1,1,
doc_chuong-iii_muc-3_dieu-37_khoan-1_diem-h_p23181,"Góp vốn bằng quyền sử dụng đất, tài sản thuộc sở hữu của mình gắn liền với đất với tổ chức, góp quyền sử dụng đất với cá nhân, người gốc Việt Nam định cư ở nước ngoài để hợp tác sản xuất, kinh doanh.",,0,0,0,0,
doc_chuong-iii_muc-3_dieu-37_khoan-2_p23381,Cá nhân được Nhà nước cho thuê đất thu tiền thuê đất hằng năm có các quyền và nghĩa vụ sau đây:,,0,0,0,0,
doc_chuong-iii_muc-3_dieu-37_khoan-2_diem-a_p23477,Quyền và nghĩa vụ chung quy định tại Điều 26 và Điều 31 của Luật này;,,1,1,1,1,
doc_chuong-iii_muc-3_dieu-37_khoan-2_diem-b_p23547,"Bán tài sản thuộc sở hữu của mình gắn liền với đất, bán tài sản thuộc sở hữu của mình gắn liền với đất và quyền thuê trong hợp đồng thuê đất khi đáp ứng điều kiện quy định tại Điều 46 của Luật này. Người mua tài sản gắn liền với đất và
quyền thuê trong hợp đồng thuê đất được tiếp tục thuê đất theo mục đích đã được xác định và thời hạn sử dụng đất còn lại theo mục đích đã được xác định; được kế thừa các quyền và nghĩa vụ của người sử dụng đất theo quy định của Luật này và pháp luật có liên quan;",,1,1,0,1,
doc_chuong-iii_muc-3_dieu-37_khoan-2_diem-c_p24048,"Để thừa kế, tặng cho tài sản thuộc sở hữu của mình gắn liền với đất và quyền thuê trong hợp đồng thuê đất; người nhận thừa kế, người được tặng cho tài sản và quyền thuê trong hợp đồng thuê đất được Nhà nước tiếp tục cho thuê đất theo mục đích đã được xác định;",,0,0,0,0,
doc_chuong-iii_muc-3_dieu-37_khoan-2_diem-d_p24309,"Cho thuê tài sản thuộc sở hữu của mình gắn liền với đất, cho thuê lại quyền thuê trong hợp đồng thuê đất;",,0,0,0,0,
doc_chuong-iii_muc-3_dieu-37_khoan-2_diem-d_p24415,"Thế chấp tài sản thuộc sở hữu của mình gắn liền với đất tại các tổ chức tín dụng được phép hoạt động tại Việt Nam, tại tổ chức kinh tế khác hoặc cá nhân theo quy định của pháp luật;",,1,0,1,1,
doc_chuong-iii_muc-3_dieu-37_khoan-2_diem-d_p24600,"Góp vốn bằng tài sản thuộc sở hữu của mình gắn liền với đất trong thời hạn thuê đất với tổ chức, cá nhân, người gốc Việt Nam định cư ở nước ngoài; người nhận góp vốn bằng tài sản được Nhà nước tiếp tục cho thuê đất theo mục đích đã được xác định trong thời hạn còn lại.",,0,0,0,0,
doc_chuong-iii_muc-3_dieu-37_khoan-3_p24870,"Cá nhân thuê lại đất trong khu công nghiệp, cụm công nghiệp, khu công nghệ cao thì có các quyền và nghĩa vụ sau đây:",,0,0,0,0,
doc_chuong-iii_muc-3_dieu-37_khoan-3_diem-a_p24987,"Trường hợp thuê đất, thuê lại đất trả tiền thuê đất một lần cho cả thời gian thuê thì có quyền và nghĩa vụ quy định tại khoản 1 Điều này;",,1,1,0,1,
doc_chuong-iii_muc-3_dieu-37_khoan-3_diem-b_p25125,"Trường hợp thuê đất, thuê lại đất trả tiền thuê đất hằng năm thì có quyền và nghĩa vụ quy định tại khoản 2 Điều này.",,1,1,0,1,
doc_chuong-iii_muc-3_dieu-37_khoan-4_p25242,"Cá nhân được Nhà nước giao đất, cho thuê đất mà được miễn, giảm tiền sử dụng đất, tiền thuê đất thì có quyền và nghĩa vụ như trường hợp không được miễn, không được giảm tiền sử dụng đất, tiền thuê đất.",,1,0,0,0,
doc_chuong-iii_muc-3_dieu-37_khoan-5_p25444,"Cá nhân sử dụng đất thuê của tổ chức, cá nhân không thuộc trường hợp quy định tại khoản 3 Điều này thì có quyền và nghĩa vụ theo quy định của pháp luật về dân sự.",,1,1,0,1,
doc_chuong-iii_muc-3_dieu-38_p25608,,,0,0,1,1,
doc_chuong-iii_muc-3_dieu-38_khoan-1_p25756,Cá nhân được phép chuyển mục đích sử dụng đất từ đất được Nhà nước giao đất không thu tiền sử dụng đất sang đất được Nhà nước giao đất có thu tiền sử dụng đất hoặc Nhà nước cho thuê đất có quyền và nghĩa vụ chung quy định tại Điều 26 và Điều 31 của Luật này.,,1,1,0,1,
doc_chuong-iii_muc-3_dieu-38_khoan-2_p26015,Cá nhân sử dụng đất được cơ quan nhà nước có thẩm quyền cho phép chuyển mục đích sử dụng đất từ đất được Nhà nước giao đất không thu tiền sử dụng đất sang đất được Nhà nước giao đất có thu tiền sử dụng đất hoặc Nhà nước cho thuê đất có quyền và nghĩa vụ như sau:,,0,0,0,0,
doc_chuong-iii_muc-3_dieu-38_khoan-2_diem-a_p26278,Trường hợp được Nhà nước giao đất có thu tiền sử dụng đất hoặc cho thuê đất thu tiền thuê đất một lần cho cả thời gian thuê thì có quyền và nghĩa vụ quy định tại khoản 1 Điều 37 của Luật này;,,1,1,0,1,
doc_chuong-iii_muc-3_dieu-38_khoan-2_diem-b_p26470,Trường hợp được Nhà nước cho thuê đất thu tiền thuê đất hằng năm thì có quyền và nghĩa vụ quy định tại khoản 2 Điều 37 của Luật này.,,1,1,0,1,
doc_chuong-iii_muc-3_dieu-39_p26603,,,0,0,1,1,
doc_chuong-iii_muc-3_dieu-39_khoan-1_p26663,Cộng đồng dân cư sử dụng đất có quyền và nghĩa vụ chung quy định tại Điều 26 và Điều 31 của Luật này.,,1,1,0,1,
doc_chuong-iii_muc-3_dieu-39_khoan-2_p26765,"Cộng đồng dân cư sử dụng đất có quyền và nghĩa vụ như quyền và nghĩa vụ của cá nhân có hình thức sử dụng đất tương ứng, trừ quyền để thừa kế.
Trường hợp cộng đồng dân cư được Nhà nước giao đất không thu tiền sử dụng đất, công nhận quyền sử dụng đất theo hình thức giao đất không thu tiền sử dụng đất thì không có quyền chuyển đổi, chuyển nhượng, tặng cho, cho thuê quyền sử dụng đất, thế chấp, góp vốn bằng quyền sử dụng đất.",,1,0,0,0,
doc_chuong-iii_muc-4_dieu-40_p27359,,,0,0,1,1,
doc_chuong-iii_muc-4_dieu-40_khoan-1_p27434,Tổ chức nước ngoài có chức năng ngoại giao sử dụng đất tại Việt Nam có các quyền và nghĩa vụ sau đây:,,0,0,0,0,
doc_chuong-iii_muc-4_dieu-40_khoan-1_diem-a_p27536,Quyền và nghĩa vụ chung quy định tại Điều 26 và Điều 31 của Luật này;,,1,1,1,1,
doc_chuong-iii_muc-4_dieu-40_khoan-1_diem-b_p27606,Xây dựng các công trình trên đất theo giấy phép của cơ quan nhà nước Việt Nam có thẩm quyền;,,0,0,1,1,
doc_chuong-iii_muc-4_dieu-40_khoan-1_diem-c_p27699,Sở hữu công trình do mình xây dựng trên đất thuê trong thời hạn thuê đất;,,0,0,0,0,
doc_chuong-iii_muc-4_dieu-40_khoan-1_diem-d_p27773,"Việc trả lại đất, chuyển quyền sử dụng đất của tổ chức nước ngoài có chức năng ngoại giao khi không còn nhu cầu sử dụng vào mục đích đã được thuê đất thì thực hiện theo điều ước quốc tế, thỏa thuận quốc tế và quy định của pháp luật.",,1,0,0,0,
doc_chuong-iii_muc-4_dieu-40_khoan-2_p28006,Trường hợp điều ước quốc tế mà nước Cộng hòa xã hội chủ nghĩa Việt Nam là thành viên có quy định khác thì tổ chức nước ngoài có chức năng ngoại giao có quyền và nghĩa vụ theo điều ước quốc tế đó.,,1,0,1,1,
doc_chuong-iii_muc-4_dieu-41_p28202,,,0,0,1,1,
doc_chuong-iii_muc-4_dieu-41_khoan-1_p28366,Người gốc Việt Nam định cư ở nước ngoài về đầu tư tại Việt Nam được Nhà nước giao đất có thu tiền sử dụng đất có các quyền và nghĩa vụ quy định tại khoản 1 Điều 33 của Luật này.,,1,1,1,1,
doc_chuong-iii_muc-4_dieu-41_khoan-2_p28544,"Người gốc Việt Nam định cư ở nước ngoài, tổ chức kinh tế có vốn đầu tư nước ngoài được Nhà nước cho thuê đất thu tiền thuê đất hằng năm có các quyền và nghĩa vụ sau đây:",,0,0,0,0,
doc_chuong-iii_muc-4_dieu-41_khoan-2_diem-a_p28714,Quyền và nghĩa vụ chung quy định tại Điều 26 và Điều 31 của Luật này;,,1,1,1,1,
doc_chuong-iii_muc-4_dieu-41_khoan-2_diem-b_p28784,Thế chấp tài sản thuộc sở hữu của mình gắn liền với đất tại các tổ chức tín dụng được phép hoạt động tại Việt Nam;,,0,0,1,1,
doc_chuong-iii_muc-4_dieu-41_khoan-2_diem-c_p28899,Góp vốn bằng tài sản thuộc sở hữu của mình gắn liền với đất trong thời hạn thuê đất; người nhận góp vốn bằng tài sản được Nhà nước tiếp tục cho thuê đất theo đúng mục đích đã được xác định trong thời hạn còn lại;,,0,0,0,0,
doc_chuong-iii_muc-4_dieu-41_khoan-2_diem-d_p29112,"Bán tài sản thuộc sở hữu của mình gắn liền với đất, bán tài sản thuộc sở hữu của mình gắn liền với đất và quyền thuê trong hợp đồng thuê đất khi đáp ứng điều kiện quy định tại Điều 46 của Luật này. Người mua tài sản gắn liền với đất và
quyền thuê trong hợp đồng thuê đất được tiếp tục thuê đất theo mục đích đã được xác định và thời hạn sử dụng đất còn lại, có các quyền và nghĩa vụ của người sử dụng đất theo quy định của Luật này và pháp luật có liên quan;",,1,1,0,1,
doc_chuong-iii_muc-4_dieu-41_khoan-2_diem-d_p29572,Cho thuê tài sản thuộc sở hữu của mình gắn liền với đất và quyền thuê trong hợp đồng thuê đất;,,0,0,0,0,
doc_chuong-iii_muc-4_dieu-41_khoan-2_diem-d_p29670,"Cho thuê lại quyền sử dụng đất theo hình thức trả tiền thuê đất hằng năm đối với đất đã được xây dựng xong kết cấu hạ tầng trong trường hợp được phép đầu tư xây dựng kinh doanh kết cấu hạ tầng đối với đất khu công nghiệp, cụm công nghiệp, khu công nghệ cao; người thuê lại quyền sử dụng đất phải sử dụng đất đúng mục đích và thực hiện nghĩa vụ tài chính theo quy định.",,1,0,0,0,
doc_chuong-iii_muc-4_dieu-41_khoan-3_p30039,"Người gốc Việt Nam định cư ở nước ngoài, tổ chức kinh tế có vốn đầu tư nước ngoài được Nhà nước cho thuê đất thu tiền thuê đất một lần cho cả thời gian thuê; tổ chức kinh tế có vốn đầu tư nước ngoài được Nhà nước giao đất có thu tiền sử dụng đất để thực hiện dự án có các quyền và nghĩa vụ sau đây:",,0,0,1,1,
doc_chuong-iii_muc-4_dieu-41_khoan-3_diem-a_p30338,Quyền và nghĩa vụ chung quy định tại Điều 26 và Điều 31 của Luật này;,,1,1,1,1,
doc_chuong-iii_muc-4_dieu-41_khoan-3_diem-b_p30408,"Chuyển nhượng quyền sử dụng đất, tài sản thuộc sở hữu của mình gắn liền với đất trong thời hạn sử dụng đất;",,0,0,0,0,
doc_chuong-iii_muc-4_dieu-41_khoan-3_diem-c_p30516,"Cho thuê, cho thuê lại quyền sử dụng đất, tài sản thuộc sở hữu của mình gắn liền với đất trong thời hạn sử dụng đất;",,0,0,0,0,
doc_chuong-iii_muc-4_dieu-41_khoan-3_diem-d_p30633,"Thế chấp quyền sử dụng đất, tài sản thuộc sở hữu của mình gắn liền với đất tại các tổ chức tín dụng được phép hoạt động tại Việt Nam;",,0,0,0,0,
doc_chuong-iii_muc-4_dieu-41_khoan-3_diem-d_p30767,"Góp vốn bằng quyền sử dụng đất, tài sản thuộc sở hữu của mình gắn liền với đất.",,0,0,1,1,
doc_chuong-iii_muc-4_dieu-41_khoan-4_p30850,"Tổ chức kinh tế có vốn đầu tư nước ngoài có sử dụng đất được hình thành do nhà đầu tư nước ngoài mua cổ phần, phần vốn góp thì có các quyền và nghĩa vụ quy định tại khoản 2 và khoản 3 Điều này tương ứng với hình thức nộp tiền sử dụng đất, trả tiền thuê đất.",,1,1,0,1,
doc_chuong-iii_muc-4_dieu-41_khoan-5_p31108,"Người gốc Việt Nam định cư ở nước ngoài, tổ chức kinh tế có vốn đầu tư nước ngoài sử dụng đất để thực hiện các dự án đầu tư tại Việt Nam được Nhà nước
giao đất, cho thuê đất trả tiền thuê đất một lần cho cả thời gian thuê nhưng được miễn, giảm tiền sử dụng đất, tiền thuê đất thì có quyền và nghĩa vụ quy định tại khoản 3 Điều 33 của Luật này.",,1,1,0,1,
doc_chuong-iii_muc-4_dieu-42_p31453,,,0,0,1,1,
doc_chuong-iii_muc-4_dieu-42_khoan-1_p31581,"Tổ chức kinh tế có vốn đầu tư nước ngoài nhận góp vốn bằng quyền sử dụng đất có nguồn gốc được Nhà nước giao có thu tiền sử dụng đất, quyền sử dụng đất được thuê trả tiền thuê đất một lần cho cả thời gian thuê thì có quyền và nghĩa vụ quy định tại khoản 3 Điều 41 của Luật này.",,1,1,0,1,
doc_chuong-iii_muc-4_dieu-42_khoan-2_p31859,Tổ chức kinh tế có vốn đầu tư nước ngoài được chuyển đổi từ doanh nghiệp liên doanh mà bên Việt Nam góp vốn bằng quyền sử dụng đất thì có các quyền và nghĩa vụ sau đây:,,0,0,0,0,
doc_chuong-iii_muc-4_dieu-42_khoan-2_diem-a_p32028,Quyền và nghĩa vụ quy định tại khoản 2 Điều 41 của Luật này đối với trường hợp quyền sử dụng đất do nhận góp vốn trước đó không thuộc trường hợp được sử dụng để thực hiện các dự án đầu tư nhà ở để bán và tổ chức kinh tế có vốn đầu tư nước ngoài được Nhà nước cho thuê đất thu tiền thuê đất hằng năm theo quy định của Luật này;,,1,1,1,1,
doc_chuong-iii_muc-4_dieu-42_khoan-2_diem-b_p32355,Quyền và nghĩa vụ quy định tại khoản 3 Điều 41 của Luật này đối với trường hợp quyền sử dụng đất do nhận góp vốn trước đó không thuộc trường hợp được sử dụng để thực hiện các dự án đầu tư nhà ở để bán và tổ chức kinh tế có vốn đầu tư nước ngoài được Nhà nước cho thuê đất thu tiền thuê đất một lần cho cả thời gian thuê theo quy định của Luật này;,,1,1,0,1,
doc_chuong-iii_muc-4_dieu-42_khoan-2_diem-c_p32703,Quyền và nghĩa vụ quy định tại khoản 3 Điều 41 của Luật này đối với trường hợp quyền sử dụng đất do nhận góp vốn trước đó được sử dụng để thực hiện các dự án đầu tư nhà ở để bán và tổ chức kinh tế có vốn đầu tư nước ngoài được Nhà nước giao đất có thu tiền sử dụng đất theo quy định của Luật này.,,1,1,0,1,
doc_chuong-iii_muc-4_dieu-42_khoan-3_p33000,"Doanh nghiệp nhà nước được Nhà nước cho thuê đất trước ngày 01 tháng 7 năm 2004 mà được sử dụng giá trị quyền sử dụng đất như ngân sách nhà nước cấp cho doanh nghiệp, không phải ghi nhận nợ và không phải hoàn trả tiền thuê đất theo quy định của pháp luật về đất đai góp vốn liên doanh với tổ chức nước ngoài,
cá nhân nước ngoài thì doanh nghiệp liên doanh có quyền, nghĩa vụ quy định tại khoản 1 và khoản 3 Điều 33 của Luật này. Giá trị quyền sử dụng đất là phần vốn của Nhà nước đóng góp vào doanh nghiệp liên doanh.",,1,1,0,1,
doc_chuong-iii_muc-4_dieu-43_p33519,,,0,0,1,1,
doc_chuong-iii_muc-4_dieu-43_khoan-1_p33702,"Người gốc Việt Nam định cư ở nước ngoài nhận chuyển nhượng quyền sử dụng đất trong khu công nghiệp, cụm công nghiệp, khu công nghệ cao có quyền và nghĩa vụ quy định tại khoản 1 và khoản 3 Điều 33 của Luật này.",,1,1,0,1,
doc_chuong-iii_muc-4_dieu-43_khoan-2_p33912,"Người gốc Việt Nam định cư ở nước ngoài, tổ chức kinh tế có vốn đầu tư nước ngoài thuê đất, thuê lại đất trong khu công nghiệp, cụm công nghiệp, khu công nghệ cao có các quyền và nghĩa vụ sau đây:",,0,0,0,0,
doc_chuong-iii_muc-4_dieu-43_khoan-2_diem-a_p34109,"Trường hợp trả tiền thuê đất một lần cho cả thời gian thuê, trả tiền thuê lại đất một lần cho cả thời gian thuê lại thì có quyền và nghĩa vụ quy định tại khoản 1 và khoản 3 Điều 33 của Luật này;",,1,1,0,1,
doc_chuong-iii_muc-4_dieu-43_khoan-2_diem-b_p34304,"Trường hợp trả tiền thuê đất, thuê lại đất hằng năm thì có quyền và nghĩa vụ quy định tại khoản 1 Điều 34 của Luật này.",,1,1,0,1,
doc_chuong-iii_muc-4_dieu-44_p34424,,,0,0,1,1,
doc_chuong-iii_muc-4_dieu-44_khoan-1_p34692,Người gốc Việt Nam định cư ở nước ngoài được phép nhập cảnh vào Việt Nam thì được sở hữu nhà ở gắn liền với quyền sử dụng đất ở tại Việt Nam; có quyền sử dụng đất ở do nhận chuyển quyền sử dụng đất ở trong các dự án phát triển nhà ở.,,0,0,0,0,
doc_chuong-iii_muc-4_dieu-44_khoan-2_p34926,Người gốc Việt Nam định cư ở nước ngoài thuộc đối tượng quy định tại khoản 1 Điều này có các quyền và nghĩa vụ sau đây:,,1,1,1,1,
doc_chuong-iii_muc-4_dieu-44_khoan-2_diem-a_p35046,Quyền và nghĩa vụ chung quy định tại Điều 26 và Điều 31 của Luật này;,,1,1,1,1,
doc_chuong-iii_muc-4_dieu-44_khoan-2_diem-b_p35116,"Chuyển quyền sử dụng đất ở khi bán, tặng cho, để thừa kế, đổi nhà ở cho tổ chức, cá nhân, người gốc Việt Nam định cư ở nước ngoài thuộc đối tượng được
sở hữu nhà ở tại Việt Nam; tặng cho nhà ở gắn liền với quyền sử dụng đất ở cho Nhà nước, cộng đồng dân cư, tặng cho để làm nhà tình nghĩa, nhà tình thương, nhà đại đoàn kết. Trường hợp tặng cho, để thừa kế cho đối tượng không được sở hữu nhà ở tại Việt Nam thì đối tượng này chỉ được hưởng giá trị của nhà ở gắn liền với quyền sử dụng đất ở và không được cấp Giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất;",,1,0,0,0,
doc_chuong-iii_muc-4_dieu-44_khoan-2_diem-c_p35701,"Chuyển nhượng, cho thuê, tặng cho, để thừa kế, góp vốn bằng quyền sử dụng đất ở theo quy định của Luật này;",,1,0,1,1,
doc_chuong-iii_muc-4_dieu-44_khoan-2_diem-d_p35809,Thế chấp nhà ở gắn liền với quyền sử dụng đất ở tại tổ chức tín dụng được phép hoạt động tại Việt Nam.,,0,0,0,0,
doc_chuong-iii_muc-4_dieu-44_khoan-3_p35912,"Trường hợp tất cả người nhận thừa kế quyền sử dụng đất, quyền sở hữu nhà ở, tài sản khác gắn liền với đất đều là người nước ngoài hoặc người gốc Việt Nam định cư ở nước ngoài không thuộc đối tượng được sở hữu nhà ở gắn liền với quyền sử dụng đất ở tại Việt Nam quy định tại khoản 1 Điều này thì người nhận thừa kế không được cấp Giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất nhưng được chuyển nhượng hoặc được tặng cho quyền sử dụng đất thừa kế theo quy định sau đây:",,1,1,0,1,
doc_chuong-iii_muc-4_dieu-44_khoan-3_diem-a_p36407,Trong trường hợp chuyển nhượng quyền sử dụng đất thì bên chuyển nhượng trong hợp đồng chuyển nhượng quyền sử dụng đất là người nhận thừa kế;,,1,0,0,0,
doc_chuong-iii_muc-4_dieu-44_khoan-3_diem-b_p36548,"Trong trường hợp tặng cho quyền sử dụng đất thì người được tặng cho phải là đối tượng được quy định tại điểm e khoản 1 Điều 37 của Luật này và phù hợp với quy định của pháp luật về nhà ở, trong đó người nhận thừa kế được đứng tên là bên tặng cho trong hợp đồng hoặc văn bản cam kết tặng cho;",,1,1,0,1,
doc_chuong-iii_muc-4_dieu-44_khoan-3_diem-c_p36840,Trong trường hợp chưa chuyển nhượng hoặc chưa tặng cho quyền sử dụng đất thì người nhận thừa kế hoặc người đại diện theo ủy quyền bằng văn bản nộp hồ sơ về việc nhận thừa kế tại tổ chức đăng ký đất đai để cập nhật vào Sổ địa chính.,,1,0,0,0,
doc_chuong-iii_muc-4_dieu-44_khoan-4_p37072,"Trường hợp trong số những người nhận thừa kế có người gốc Việt Nam định cư ở nước ngoài không thuộc đối tượng được sở hữu nhà ở gắn liền với quyền sử dụng đất ở tại Việt Nam còn những người khác thuộc diện được nhận thừa kế quyền sử dụng đất theo quy định của pháp luật về đất đai mà chưa phân chia thừa
kế quyền sử dụng đất cho từng người nhận thừa kế thì những người nhận thừa kế hoặc người đại diện theo ủy quyền bằng văn bản nộp hồ sơ về việc nhận thừa kế tại tổ chức đăng ký đất đai để cập nhật vào Sổ địa chính.
Sau khi giải quyết xong việc phân chia thừa kế thì cấp Giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất cho người thuộc đối tượng được cấp Giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất; đối với người gốc Việt Nam định cư ở nước ngoài không thuộc đối tượng được sở hữu nhà ở gắn liền với quyền sử dụng đất ở tại Việt Nam thì phần thừa kế được giải quyết theo quy định tại khoản 3 Điều này.",,1,1,0,1,
doc_chuong-iii_muc-4_dieu-44_khoan-5_p38031,Người nhận thừa kế trong các trường hợp quy định tại điểm c khoản 3 và khoản 4 Điều này được ủy quyền bằng văn bản cho người khác trông nom hoặc tạm sử dụng đất và thực hiện nghĩa vụ theo quy định của pháp luật về đất đai và quy định khác của pháp luật có liên quan.,,1,1,0,1,
doc_chuong-iii_muc-5_dieu-45_p38358,,,0,0,1,1,
doc_chuong-iii_muc-5_dieu-45_khoan-1_p38579,"Người sử dụng đất được thực hiện các quyền chuyển đổi, chuyển nhượng, cho thuê, cho thuê lại, thừa kế, tặng cho quyền sử dụng đất; thế chấp, góp vốn bằng quyền sử dụng đất khi có đủ các điều kiện sau đây:",,0,0,0,0,
doc_chuong-iii_muc-5_dieu-45_khoan-1_diem-a_p38784,"Có Giấy chứng nhận quyền sử dụng đất hoặc Giấy chứng nhận quyền sở hữu nhà ở và quyền sử dụng đất ở hoặc Giấy chứng nhận quyền sử dụng đất, quyền sở hữu nhà ở và tài sản khác gắn liền với đất hoặc Giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất, trừ trường hợp thừa kế quyền sử dụng đất, chuyển đổi đất nông nghiệp khi dồn điền, đổi thửa, tặng cho quyền sử dụng đất cho Nhà nước, cộng đồng dân cư và trường hợp quy định tại khoản 7 Điều 124 và điểm a khoản 4 Điều 127 của Luật này;",,1,1,0,1,
doc_chuong-iii_muc-5_dieu-45_khoan-1_diem-b_p39292,"Đất không có tranh chấp hoặc tranh chấp đã được giải quyết bởi cơ quan nhà nước có thẩm quyền, bản án, quyết định của Tòa án, quyết định hoặc phán quyết của Trọng tài đã có hiệu lực pháp luật;",,0,0,1,1,
doc_chuong-iii_muc-5_dieu-45_khoan-1_diem-c_p39485,"Quyền sử dụng đất không bị kê biên, áp dụng biện pháp khác để bảo đảm thi hành án theo quy định của pháp luật thi hành án dân sự;",,1,0,0,0,
doc_chuong-iii_muc-5_dieu-45_khoan-1_diem-d_p39615,Trong thời hạn sử dụng đất;,,0,0,1,1,
doc_chuong-iii_muc-5_dieu-45_khoan-1_diem-d_p39643,Quyền sử dụng đất không bị áp dụng biện pháp khẩn cấp tạm thời theo quy định của pháp luật.,,1,0,1,1,
